年度,公司代號,公司名稱,員工人數,薪資中位數_仟元,平均薪資_仟元
114,6533,晶心科,360.0,2052.0,2479.0
107,6538,倉和,235.0,,494.0
108,6538,倉和,208.0,537.0,609.0
109,6538,倉和,219.0,564.0,678.0
110,6538,倉和,215.0,525.0,644.0
111,6538,倉和,208.0,533.0,662.0
112,6538,倉和,227.0,519.0,667.0
113,6538,倉和,213.0,575.0,698.0
114,6538,倉和,184.0,629.0,727.0
107,6548,長科*,164.0,,543.0
108,6548,長科*,175.0,484.0,565.0
109,6548,長科*,159.0,503.0,568.0
110,6548,長科*,195.0,616.0,681.0
111,6548,長科*,731.0,662.0,757.0
112,6548,長科*,794.0,568.0,637.0
113,6548,長科*,833.0,669.0,761.0
114,6548,長科*,917.0,671.0,764.0
107,6552,易華電,576.0,,474.0
108,6552,易華電,636.0,464.0,527.0
109,6552,易華電,680.0,447.0,500.0
110,6552,易華電,659.0,473.0,526.0
111,6552,易華電,540.0,471.0,524.0
112,6552,易華電,518.0,460.0,490.0
113,6552,易華電,552.0,499.0,532.0
114,6552,易華電,526.0,482.0,523.0
107,6556,勝品,303.0,,643.0
108,6556,勝品,319.0,564.0,631.0
110,6556,勝品,369.0,559.0,661.0
111,6556,勝品,373.0,606.0,714.0
112,6556,勝品,366.0,516.0,671.0
113,6556,勝品,325.0,567.0,686.0
114,6556,勝品,285.0,653.0,730.0
107,6560,欣普羅,47.0,,962.0
108,6560,欣普羅,48.0,935.0,1063.0
110,6560,欣普羅,46.0,1192.0,1382.0
111,6560,欣普羅,47.0,1202.0,1351.0
112,6560,欣普羅,45.0,753.0,1157.0
113,6560,欣普羅,47.0,792.0,1035.0
114,6560,欣普羅,47.0,937.0,1074.0
107,6568,宏觀,49.0,,1665.0
108,6568,宏觀,57.0,1468.0,1640.0
109,6568,宏觀,67.0,1506.0,1701.0
110,6568,宏觀,87.0,1402.0,1594.0
111,6568,宏觀,94.0,1374.0,1540.0
112,6568,宏觀,85.0,1340.0,1432.0
113,6568,宏觀,77.0,1512.0,1695.0
114,6568,宏觀,81.0,1642.0,1763.0
107,6570,維田,92.0,,617.0
108,6570,維田,94.0,597.0,705.0
109,6570,維田,99.0,561.0,636.0
110,6570,維田,100.0,639.0,714.0
111,6570,維田,103.0,791.0,851.0
112,6570,維田,110.0,694.0,763.0
113,6570,維田,118.0,678.0,766.0
114,6570,維田,119.0,677.0,770.0
107,6577,勁豐,163.0,,762.0
108,6577,勁豐,163.0,711.0,839.0
109,6577,勁豐,162.0,738.0,789.0
110,6577,勁豐,158.0,755.0,844.0
111,6577,勁豐,157.0,841.0,912.0
112,6577,勁豐,162.0,867.0,1003.0
113,6577,勁豐,179.0,853.0,1006.0
114,6577,勁豐,174.0,859.0,985.0
107,6579,研揚,450.0,,878.0
108,6579,研揚,442.0,811.0,915.0
109,6579,研揚,459.0,801.0,896.0
110,6579,研揚,446.0,817.0,946.0
111,6579,研揚,455.0,959.0,1150.0
112,6579,研揚,493.0,891.0,1053.0
113,6579,研揚,494.0,905.0,1015.0
114,6579,研揚,511.0,954.0,1131.0
112,6584,南俊國際,478.0,427.0,481.0
113,6584,南俊國際,550.0,487.0,539.0
114,6584,南俊國際,549.0,499.0,555.0
114,6597,立誠,193.0,626.0,697.0
107,6640,均華,136.0,,1024.0
108,6640,均華,146.0,676.0,865.0
109,6640,均華,141.0,837.0,899.0
110,6640,均華,150.0,845.0,1151.0
111,6640,均華,153.0,1084.0,1152.0
112,6640,均華,161.0,1016.0,1061.0
113,6640,均華,174.0,1157.0,1237.0
114,6640,均華,239.0,1219.0,1295.0
108,6642,富致,134.0,439.0,550.0
109,6642,富致,135.0,461.0,571.0
110,6642,富致,127.0,509.0,660.0
111,6642,富致,127.0,462.0,647.0
112,6642,富致,117.0,482.0,596.0
113,6642,富致,118.0,531.0,679.0
114,6642,富致,119.0,532.0,635.0
108,6643,M31,140.0,1709.0,1783.0
109,6643,M31,152.0,1663.0,1940.0
110,6643,M31,190.0,1633.0,1961.0
111,6643,M31,221.0,1976.0,2367.0
112,6643,M31,244.0,2022.0,2419.0
113,6643,M31,268.0,1758.0,2058.0
114,6643,M31,296.0,1800.0,2177.0
109,6651,全宇昕,85.0,772.0,988.0
110,6651,全宇昕,82.0,818.0,1131.0
111,6651,全宇昕,84.0,778.0,1232.0
112,6651,全宇昕,88.0,730.0,1103.0
113,6651,全宇昕,89.0,793.0,1146.0
114,6651,全宇昕,83.0,819.0,1179.0
107,6664,群翊,201.0,,882.0
108,6664,群翊,206.0,807.0,853.0
109,6664,群翊,208.0,837.0,872.0
110,6664,群翊,212.0,892.0,923.0
111,6664,群翊,232.0,883.0,942.0
112,6664,群翊,244.0,900.0,946.0
113,6664,群翊,236.0,909.0,970.0
114,6664,群翊,238.0,1034.0,1092.0
107,6668,中揚光,242.0,,694.0
108,6668,中揚光,299.0,597.0,671.0
109,6668,中揚光,381.0,648.0,710.0
110,6668,中揚光,390.0,670.0,729.0
111,6668,中揚光,307.0,609.0,706.0
112,6668,中揚光,249.0,531.0,668.0
113,6668,中揚光,220.0,639.0,722.0
114,6668,中揚光,216.0,686.0,797.0
108,6669,緯穎,603.0,1302.0,1612.0
109,6669,緯穎,1359.0,881.0,1161.0
110,6669,緯穎,1654.0,978.0,1158.0
111,6669,緯穎,2172.0,957.0,1260.0
112,6669,緯穎,2895.0,910.0,1291.0
113,6669,緯穎,4210.0,774.0,1035.0
114,6669,緯穎,1296.0,2270.0,2797.0
108,6679,鈺太,36.0,811.0,870.0
109,6679,鈺太,38.0,928.0,992.0
110,6679,鈺太,43.0,1120.0,1308.0
111,6679,鈺太,44.0,1088.0,1448.0
112,6679,鈺太,50.0,1002.0,1114.0
113,6679,鈺太,58.0,1202.0,1344.0
114,6679,鈺太,58.0,1237.0,1366.0
108,6680,鑫創電子,39.0,607.0,685.0
109,6680,鑫創電子,38.0,767.0,804.0
110,6680,鑫創電子,39.0,626.0,803.0
111,6680,鑫創電子,56.0,699.0,874.0
112,6680,鑫創電子,78.0,723.0,797.0
113,6680,鑫創電子,94.0,705.0,803.0
114,6680,鑫創電子,99.0,705.0,842.0
108,6683,雍智科技,187.0,722.0,836.0
109,6683,雍智科技,222.0,780.0,920.0
110,6683,雍智科技,250.0,760.0,909.0
111,6683,雍智科技,273.0,765.0,933.0
112,6683,雍智科技,296.0,649.0,834.0
113,6683,雍智科技,284.0,901.0,1130.0
114,6683,雍智科技,299.0,910.0,1096.0
110,6684,安格,64.0,1148.0,1202.0
111,6684,安格,68.0,1261.0,1391.0
112,6684,安格,82.0,1151.0,1304.0
113,6684,安格,97.0,1204.0,1345.0
114,6684,安格,60.0,1178.0,1257.0
111,6693,廣閎科,60.0,928.0,1105.0
112,6693,廣閎科,60.0,776.0,1012.0
113,6693,廣閎科,70.0,908.0,1162.0
114,6693,廣閎科,81.0,857.0,1147.0
111,6695,芯鼎,157.0,1430.0,1618.0
112,6695,芯鼎,157.0,1517.0,1616.0
113,6695,芯鼎,158.0,1561.0,1661.0
114,6695,芯鼎,159.0,1567.0,1707.0
108,6706,惠特,293.0,700.0,838.0
109,6706,惠特,332.0,664.0,833.0
110,6706,惠特,578.0,671.0,997.0
111,6706,惠特,545.0,663.0,898.0
112,6706,惠特,442.0,626.0,764.0
113,6706,惠特,372.0,657.0,772.0
114,6706,惠特,361.0,631.0,731.0
111,6708,天擎,58.0,1109.0,1192.0
112,6708,天擎,60.0,1083.0,1147.0
113,6708,天擎,60.0,1019.0,1084.0
114,6708,天擎,59.0,1093.0,1160.0
108,6715,嘉基,43.0,872.0,1009.0
109,6715,嘉基,56.0,894.0,1003.0
110,6715,嘉基,72.0,953.0,1047.0
111,6715,嘉基,75.0,1069.0,1168.0
112,6715,嘉基,83.0,952.0,1042.0
113,6715,嘉基,86.0,924.0,1055.0
114,6715,嘉基,79.0,867.0,1002.0
108,6716,應廣,46.0,1120.0,1371.0
109,6716,應廣,45.0,1457.0,1690.0
110,6716,應廣,56.0,1724.0,2113.0
111,6716,應廣,61.0,1479.0,1780.0
112,6716,應廣,67.0,1209.0,1414.0
113,6716,應廣,71.0,1400.0,1710.0
114,6716,應廣,83.0,1393.0,1560.0
110,6719,力智,245.0,1573.0,1877.0
111,6719,力智,262.0,1717.0,2062.0
112,6719,力智,270.0,1135.0,1265.0
113,6719,力智,276.0,1282.0,1480.0
114,6719,力智,246.0,1650.0,1917.0
113,6720,久昌,22.0,752.0,1012.0
114,6720,久昌,26.0,1191.0,1540.0
109,6727,亞泰金屬,99.0,722.0,799.0
110,6727,亞泰金屬,103.0,736.0,818.0
111,6727,亞泰金屬,116.0,701.0,830.0
112,6727,亞泰金屬,128.0,576.0,699.0
113,6727,亞泰金屬,122.0,630.0,754.0
114,6727,亞泰金屬,120.0,691.0,803.0
109,6732,昇佳電子,132.0,2132.0,2355.0
110,6732,昇佳電子,166.0,2928.0,3346.0
111,6732,昇佳電子,180.0,2116.0,2352.0
112,6732,昇佳電子,182.0,2066.0,2204.0
113,6732,昇佳電子,190.0,1960.0,2166.0
114,6732,昇佳電子,194.0,1648.0,1759.0
112,6742,澤米,229.0,581.0,666.0
113,6742,澤米,210.0,571.0,653.0
114,6742,澤米,215.0,572.0,648.0
109,6756,威鋒電子,163.0,1501.0,1757.0
110,6756,威鋒電子,169.0,1714.0,2389.0
111,6756,威鋒電子,170.0,1745.0,2502.0
112,6756,威鋒電子,176.0,1661.0,2054.0
113,6756,威鋒電子,181.0,1743.0,2024.0
114,6756,威鋒電子,177.0,1747.0,2023.0
110,6761,穩得,109.0,818.0,889.0
111,6761,穩得,119.0,732.0,878.0
112,6761,穩得,135.0,732.0,897.0
113,6761,穩得,145.0,746.0,922.0
114,6761,穩得,149.0,795.0,937.0
110,6770,力積電,7357.0,1315.0,1501.0
111,6770,力積電,7943.0,1453.0,1677.0
112,6770,力積電,8146.0,1045.0,1097.0
113,6770,力積電,8330.0,1181.0,1245.0
114,6770,力積電,8288.0,1156.0,1242.0
110,6788,華景電,138.0,884.0,970.0
111,6788,華景電,145.0,1011.0,1119.0
112,6788,華景電,144.0,888.0,967.0
113,6788,華景電,150.0,1137.0,1261.0
114,6788,華景電,168.0,1286.0,1426.0
110,6789,采鈺,1256.0,1086.0,1381.0
111,6789,采鈺,1356.0,1069.0,1334.0
112,6789,采鈺,1382.0,1019.0,1230.0
113,6789,采鈺,1442.0,1015.0,1182.0
114,6789,采鈺,1481.0,1135.0,1345.0
111,6799,來頡,33.0,1562.0,1704.0
112,6799,來頡,31.0,956.0,1024.0
113,6799,來頡,35.0,1110.0,1210.0
114,6799,來頡,37.0,1219.0,1295.0
112,6805,富世達,72.0,782.0,861.0
113,6805,富世達,88.0,706.0,869.0
114,6805,富世達,98.0,813.0,971.0
112,6821,聯寶,52.0,690.0,832.0
113,6821,聯寶,57.0,594.0,841.0
114,6821,聯寶,60.0,600.0,843.0
111,6823,濾能,142.0,591.0,713.0
112,6823,濾能,158.0,538.0,616.0
113,6823,濾能,167.0,500.0,571.0
114,6823,濾能,166.0,499.0,563.0
113,6829,千附精密,471.0,632.0,690.0
114,6829,千附精密,506.0,652.0,687.0
114,6831,邁科,73.0,846.0,1055.0
111,6834,天二科技,374.0,495.0,535.0
112,6834,天二科技,402.0,442.0,483.0
113,6834,天二科技,389.0,487.0,543.0
114,6834,天二科技,398.0,525.0,574.0
111,6835,圓裕,43.0,738.0,800.0
112,6835,圓裕,46.0,743.0,804.0
113,6835,圓裕,46.0,826.0,898.0
114,6835,圓裕,48.0,727.0,807.0
111,6859,伯特光,279.0,524.0,572.0
112,6859,伯特光,297.0,524.0,583.0
113,6859,伯特光,303.0,546.0,594.0
114,6859,伯特光,310.0,577.0,631.0
112,6895,宏碩系統,82.0,572.0,666.0
113,6895,宏碩系統,84.0,611.0,683.0
114,6895,宏碩系統,109.0,597.0,689.0
113,6899,創為精密,285.0,496.0,608.0
114,6899,創為精密,284.0,530.0,639.0
114,6909,創控,114.0,932.0,1036.0
113,6913,鴻呈,50.0,795.0,933.0
114,6913,鴻呈,63.0,872.0,1071.0
112,6916,華凌,184.0,613.0,630.0
113,6916,華凌,213.0,613.0,664.0
114,6916,華凌,265.0,628.0,681.0
114,6921,嘉雨思-創,22.0,1163.0,1385.0
112,6922,宸曜,137.0,809.0,944.0
113,6922,宸曜,164.0,972.0,1091.0
114,6922,宸曜,173.0,971.0,1118.0
113,6928,攸泰科技,334.0,791.0,932.0
114,6928,攸泰科技,316.0,819.0,958.0
112,6937,天虹,254.0,766.0,940.0
113,6937,天虹,288.0,755.0,875.0
114,6937,天虹,307.0,808.0,975.0
113,6953,家碩,111.0,1405.0,1640.0
114,6953,家碩,118.0,1539.0,1668.0
113,6967,汎瑋材料,56.0,570.0,646.0
114,6967,汎瑋材料,56.0,631.0,729.0
113,6996,力領科技,106.0,2570.0,2723.0
114,6996,力領科技,117.0,2569.0,2634.0
107,7402,邑錡,49.0,,881.0
108,7402,邑錡,50.0,708.0,839.0
110,7402,邑錡,56.0,775.0,874.0
111,7402,邑錡,50.0,749.0,891.0
112,7402,邑錡,54.0,766.0,955.0
113,7402,邑錡,57.0,787.0,988.0
114,7402,邑錡,58.0,857.0,1061.0
109,7556,意德士科技,21.0,683.0,754.0
110,7556,意德士科技,20.0,832.0,845.0
111,7556,意德士科技,22.0,844.0,956.0
112,7556,意德士科技,32.0,717.0,862.0
113,7556,意德士科技,31.0,668.0,759.0
114,7556,意德士科技,30.0,674.0,835.0
113,7704,明遠精密,128.0,872.0,990.0
114,7704,明遠精密,121.0,800.0,884.0
114,7711,永擎,346.0,1287.0,1444.0
113,7712,博盛半導體,54.0,1364.0,1614.0
114,7712,博盛半導體,60.0,1091.0,1271.0
114,7730,暉盛-創,58.0,717.0,913.0
113,7734,印能科技,94.0,1161.0,1313.0
114,7734,印能科技,106.0,1117.0,1319.0
114,7744,崴寶,6.0,863.0,1324.0
114,7751,竑騰,135.0,1338.0,1478.0
114,7753,星亞,134.0,743.0,879.0
114,7769,鴻勁,602.0,2667.0,3280.0
114,7770,君曜,23.0,1337.0,1493.0
114,7788,松川精密,826.0,500.0,594.0
114,7795,長廣,41.0,894.0,964.0
114,7810,捷創科技,238.0,822.0,934.0
114,7828,創新服務,93.0,1089.0,1220.0
107,8016,矽創,364.0,,1799.0
108,8016,矽創,385.0,1655.0,1803.0
109,8016,矽創,375.0,1831.0,1954.0
110,8016,矽創,363.0,3885.0,4263.0
111,8016,矽創,335.0,3270.0,3641.0
112,8016,矽創,356.0,2327.0,2493.0
113,8016,矽創,374.0,2241.0,2400.0
114,8016,矽創,385.0,2245.0,2361.0
107,8024,佑華,101.0,,898.0
108,8024,佑華,97.0,803.0,898.0
109,8024,佑華,94.0,821.0,879.0
110,8024,佑華,84.0,967.0,1076.0
111,8024,佑華,82.0,1120.0,1174.0
112,8024,佑華,78.0,882.0,968.0
113,8024,佑華,80.0,893.0,957.0
114,8024,佑華,81.0,901.0,980.0
107,8028,昇陽半導體,547.0,,721.0
108,8028,昇陽半導體,666.0,704.0,766.0
109,8028,昇陽半導體,771.0,714.0,741.0
110,8028,昇陽半導體,810.0,688.0,713.0
111,8028,昇陽半導體,900.0,729.0,768.0
112,8028,昇陽半導體,981.0,705.0,795.0
113,8028,昇陽半導體,792.0,727.0,822.0
114,8028,昇陽半導體,827.0,747.0,880.0
107,8038,長園科,44.0,,611.0
108,8038,長園科,46.0,428.0,617.0
109,8038,長園科,44.0,439.0,601.0
110,8038,長園科,34.0,499.0,651.0
111,8038,長園科,29.0,521.0,576.0
112,8038,長園科,31.0,499.0,554.0
113,8038,長園科,23.0,537.0,632.0
114,8038,長園科,30.0,429.0,549.0
107,8039,台虹,709.0,,802.0
108,8039,台虹,701.0,677.0,760.0
109,8039,台虹,700.0,713.0,791.0
110,8039,台虹,759.0,727.0,811.0
111,8039,台虹,803.0,740.0,828.0
112,8039,台虹,786.0,705.0,776.0
113,8039,台虹,770.0,829.0,891.0
114,8039,台虹,924.0,706.0,823.0
107,8040,九暘,128.0,,1387.0
108,8040,九暘,118.0,1475.0,1607.0
109,8040,九暘,117.0,1290.0,1380.0
110,8040,九暘,102.0,1504.0,1603.0
111,8040,九暘,101.0,1615.0,1729.0
112,8040,九暘,102.0,1460.0,1579.0
113,8040,九暘,106.0,1592.0,1841.0
114,8040,九暘,101.0,1456.0,1574.0
107,8042,金山電,69.0,,648.0
108,8042,金山電,53.0,468.0,618.0
109,8042,金山電,55.0,525.0,668.0
110,8042,金山電,58.0,606.0,731.0
111,8042,金山電,58.0,560.0,726.0
112,8042,金山電,61.0,543.0,705.0
113,8042,金山電,59.0,583.0,732.0
114,8042,金山電,57.0,557.0,755.0
107,8043,蜜望實,86.0,,1376.0
108,8043,蜜望實,89.0,511.0,648.0
109,8043,蜜望實,91.0,583.0,670.0
110,8043,蜜望實,89.0,612.0,772.0
111,8043,蜜望實,88.0,601.0,817.0
112,8043,蜜望實,90.0,550.0,661.0
113,8043,蜜望實,83.0,765.0,896.0
114,8043,蜜望實,80.0,657.0,785.0
107,8046,南電,5484.0,,842.0
108,8046,南電,5622.0,830.0,865.0
109,8046,南電,5745.0,990.0,1021.0
110,8046,南電,5825.0,1147.0,1184.0
111,8046,南電,6252.0,1131.0,1190.0
112,8046,南電,6559.0,872.0,910.0
113,8046,南電,6004.0,764.0,807.0
114,8046,南電,5676.0,940.0,1012.0
107,8049,晶采,159.0,,684.0
108,8049,晶采,153.0,488.0,628.0
110,8049,晶采,139.0,588.0,766.0
111,8049,晶采,135.0,726.0,941.0
112,8049,晶采,148.0,622.0,834.0
113,8049,晶采,142.0,582.0,763.0
114,8049,晶采,135.0,604.0,775.0
107,8050,廣積,438.0,,610.0
108,8050,廣積,439.0,601.0,716.0
109,8050,廣積,460.0,529.0,632.0
110,8050,廣積,476.0,573.0,715.0
111,8050,廣積,533.0,713.0,909.0
112,8050,廣積,661.0,633.0,845.0
113,8050,廣積,671.0,597.0,772.0
114,8050,廣積,712.0,554.0,718.0
107,8054,安國,122.0,,1155.0
108,8054,安國,94.0,1024.0,1128.0
109,8054,安國,72.0,1037.0,1158.0
110,8054,安國,64.0,1296.0,1461.0
111,8054,安國,65.0,1140.0,1262.0
112,8054,安國,41.0,1194.0,1508.0
113,8054,安國,22.0,982.0,1196.0
114,8054,安國,61.0,1246.0,1629.0
107,8064,東捷,505.0,,860.0
108,8064,東捷,557.0,739.0,812.0
110,8064,東捷,515.0,808.0,882.0
111,8064,東捷,462.0,847.0,909.0
112,8064,東捷,454.0,799.0,896.0
113,8064,東捷,439.0,825.0,903.0
114,8064,東捷,415.0,872.0,941.0
107,8069,元太,877.0,,1065.0
108,8069,元太,879.0,923.0,1067.0
110,8069,元太,891.0,1100.0,1285.0
111,8069,元太,1140.0,1089.0,1302.0
112,8069,元太,1365.0,1234.0,1418.0
113,8069,元太,1293.0,1270.0,1442.0
114,8069,元太,1310.0,1327.0,1516.0
107,8071,能率網通,67.0,,604.0
108,8071,能率網通,23.0,438.0,550.0
109,8071,能率網通,11.0,518.0,539.0
110,8071,能率網通,9.0,576.0,568.0
111,8071,能率網通,15.0,590.0,592.0
112,8071,能率網通,15.0,545.0,576.0
113,8071,能率網通,18.0,588.0,639.0
114,8071,能率網通,18.0,579.0,668.0
107,8074,鉅橡,272.0,,561.0
108,8074,鉅橡,237.0,511.0,556.0
109,8074,鉅橡,233.0,519.0,563.0
110,8074,鉅橡,230.0,555.0,591.0
111,8074,鉅橡,238.0,527.0,577.0
112,8074,鉅橡,238.0,511.0,558.0
113,8074,鉅橡,238.0,547.0,620.0
114,8074,鉅橡,241.0,576.0,659.0
107,8076,伍豐,242.0,,765.0
108,8076,伍豐,219.0,736.0,819.0
109,8076,伍豐,227.0,634.0,703.0
110,8076,伍豐,220.0,714.0,831.0
111,8076,伍豐,214.0,815.0,961.0
112,8076,伍豐,210.0,707.0,846.0
113,8076,伍豐,207.0,748.0,927.0
114,8076,伍豐,199.0,769.0,896.0
107,8081,致新,310.0,,1597.0
108,8081,致新,320.0,1568.0,1662.0
109,8081,致新,329.0,1817.0,1953.0
110,8081,致新,338.0,2470.0,2601.0
111,8081,致新,329.0,2306.0,2592.0
112,8081,致新,329.0,2044.0,2250.0
113,8081,致新,341.0,2176.0,2303.0
114,8081,致新,356.0,2202.0,2316.0
107,8086,宏捷科,497.0,,615.0
108,8086,宏捷科,494.0,662.0,722.0
109,8086,宏捷科,603.0,668.0,739.0
110,8086,宏捷科,815.0,746.0,823.0
111,8086,宏捷科,789.0,592.0,653.0
112,8086,宏捷科,726.0,662.0,715.0
113,8086,宏捷科,867.0,656.0,698.0
114,8086,宏捷科,782.0,687.0,756.0
107,8088,品安,465.0,,438.0
108,8088,品安,554.0,379.0,531.0
109,8088,品安,604.0,355.0,490.0
110,8088,品安,596.0,409.0,471.0
111,8088,品安,550.0,452.0,548.0
112,8088,品安,547.0,425.0,537.0
113,8088,品安,502.0,450.0,509.0
114,8088,品安,294.0,492.0,572.0
107,8091,翔名,304.0,,827.0
108,8091,翔名,303.0,592.0,718.0
109,8091,翔名,305.0,695.0,780.0
110,8091,翔名,327.0,665.0,788.0
111,8091,翔名,362.0,626.0,746.0
112,8091,翔名,345.0,631.0,717.0
113,8091,翔名,377.0,713.0,793.0
114,8091,翔名,380.0,734.0,820.0
107,8093,保銳,61.0,,638.0
108,8093,保銳,58.0,622.0,663.0
109,8093,保銳,60.0,651.0,722.0
110,8093,保銳,78.0,569.0,651.0
111,8093,保銳,53.0,554.0,611.0
112,8093,保銳,54.0,662.0,685.0
113,8093,保銳,46.0,701.0,768.0
114,8093,保銳,29.0,703.0,813.0
114,8102,傑霖科技,30.0,972.0,1042.0
107,8103,瀚荃,156.0,,800.0
108,8103,瀚荃,159.0,727.0,807.0
109,8103,瀚荃,162.0,720.0,831.0
110,8103,瀚荃,160.0,790.0,928.0
111,8103,瀚荃,164.0,788.0,933.0
112,8103,瀚荃,157.0,762.0,842.0
113,8103,瀚荃,148.0,838.0,978.0
114,8103,瀚荃,140.0,937.0,1047.0
107,8104,錸寶,279.0,,679.0
108,8104,錸寶,244.0,550.0,643.0
109,8104,錸寶,196.0,626.0,719.0
110,8104,錸寶,215.0,597.0,702.0
111,8104,錸寶,190.0,568.0,688.0
112,8104,錸寶,172.0,606.0,706.0
113,8104,錸寶,145.0,641.0,727.0
114,8104,錸寶,142.0,642.0,699.0
107,8105,凌巨,1955.0,,645.0
108,8105,凌巨,1435.0,656.0,731.0
109,8105,凌巨,1373.0,656.0,734.0
110,8105,凌巨,1554.0,657.0,762.0
111,8105,凌巨,1578.0,742.0,830.0
112,8105,凌巨,1564.0,740.0,827.0
113,8105,凌巨,1489.0,756.0,844.0
114,8105,凌巨,1374.0,772.0,856.0
107,8109,博大,226.0,,679.0
108,8109,博大,238.0,542.0,637.0
109,8109,博大,244.0,567.0,640.0
110,8109,博大,246.0,624.0,700.0
111,8109,博大,260.0,717.0,811.0
112,8109,博大,272.0,683.0,776.0
113,8109,博大,277.0,670.0,738.0
114,8109,博大,277.0,731.0,805.0
107,8110,華東,2404.0,,523.0
108,8110,華東,2241.0,413.0,485.0
109,8110,華東,1840.0,455.0,520.0
110,8110,華東,1701.0,505.0,575.0
111,8110,華東,1768.0,547.0,623.0
112,8110,華東,1686.0,471.0,550.0
113,8110,華東,1461.0,561.0,634.0
114,8110,華東,1292.0,654.0,761.0
107,8111,立碁,176.0,,562.0
108,8111,立碁,178.0,525.0,596.0
110,8111,立碁,199.0,638.0,718.0
111,8111,立碁,190.0,575.0,665.0
112,8111,立碁,190.0,576.0,667.0
113,8111,立碁,188.0,628.0,718.0
114,8111,立碁,192.0,690.0,762.0
107,8114,振樺電,299.0,,690.0
108,8114,振樺電,324.0,494.0,602.0
109,8114,振樺電,313.0,498.0,613.0
110,8114,振樺電,288.0,565.0,691.0
111,8114,振樺電,304.0,565.0,689.0
112,8114,振樺電,304.0,591.0,736.0
113,8114,振樺電,313.0,593.0,738.0
114,8114,振樺電,316.0,640.0,793.0
107,8121,越峰,115.0,,776.0
108,8121,越峰,115.0,667.0,733.0
109,8121,越峰,115.0,749.0,821.0
110,8121,越峰,117.0,819.0,895.0
111,8121,越峰,133.0,781.0,858.0
112,8121,越峰,149.0,790.0,868.0
113,8121,越峰,158.0,861.0,938.0
114,8121,越峰,169.0,793.0,883.0
107,8131,福懋科,2394.0,,535.0
108,8131,福懋科,2419.0,498.0,529.0
109,8131,福懋科,2413.0,516.0,530.0
110,8131,福懋科,2379.0,543.0,572.0
111,8131,福懋科,2367.0,558.0,597.0
112,8131,福懋科,2321.0,561.0,591.0
113,8131,福懋科,2362.0,607.0,633.0
114,8131,福懋科,2355.0,661.0,693.0
107,8147,正淩,53.0,,533.0
108,8147,正淩,61.0,563.0,633.0
109,8147,正淩,83.0,564.0,636.0
110,8147,正淩,91.0,603.0,690.0
111,8147,正淩,96.0,683.0,805.0
112,8147,正淩,103.0,715.0,809.0
113,8147,正淩,121.0,726.0,801.0
114,8147,正淩,120.0,803.0,883.0
107,8150,南茂,5678.0,,773.0
108,8150,南茂,5644.0,789.0,856.0
109,8150,南茂,5364.0,845.0,913.0
110,8150,南茂,5288.0,993.0,1043.0
111,8150,南茂,5262.0,857.0,948.0
112,8150,南茂,5040.0,837.0,940.0
113,8150,南茂,5597.0,830.0,914.0
114,8150,南茂,5514.0,841.0,930.0
107,8155,博智,623.0,,599.0
108,8155,博智,594.0,517.0,592.0
109,8155,博智,685.0,569.0,661.0
110,8155,博智,725.0,602.0,669.0
111,8155,博智,777.0,634.0,702.0
112,8155,博智,787.0,590.0,653.0
113,8155,博智,843.0,665.0,733.0
114,8155,博智,939.0,702.0,793.0
112,8162,微矽電子-創,580.0,449.0,511.0
113,8162,微矽電子-創,596.0,466.0,522.0
114,8162,微矽電子-創,577.0,512.0,569.0
107,8163,達方,682.0,,1498.0
108,8163,達方,771.0,977.0,1118.0
109,8163,達方,810.0,947.0,1119.0
110,8163,達方,849.0,941.0,1125.0
111,8163,達方,836.0,1005.0,1210.0
112,8163,達方,855.0,1035.0,1246.0
113,8163,達方,820.0,956.0,1149.0
114,8163,達方,756.0,907.0,1039.0
107,8182,加高,309.0,,518.0
108,8182,加高,324.0,434.0,526.0
109,8182,加高,343.0,477.0,565.0
110,8182,加高,355.0,517.0,612.0
111,8182,加高,348.0,468.0,566.0
112,8182,加高,286.0,500.0,576.0
113,8182,加高,298.0,512.0,604.0
114,8182,加高,287.0,539.0,614.0
107,8210,勤誠,166.0,,1194.0
108,8210,勤誠,160.0,1191.0,1357.0
109,8210,勤誠,179.0,1058.0,1302.0
110,8210,勤誠,193.0,900.0,1299.0
111,8210,勤誠,221.0,1012.0,1244.0
112,8210,勤誠,313.0,875.0,1098.0
113,8210,勤誠,383.0,870.0,1262.0
114,8210,勤誠,445.0,888.0,1525.0
107,8213,志超,372.0,,1442.0
108,8213,志超,377.0,1018.0,1423.0
109,8213,志超,360.0,1290.0,1565.0
110,8213,志超,365.0,1337.0,1549.0
111,8213,志超,339.0,1210.0,1426.0
112,8213,志超,275.0,1500.0,1518.0
113,8213,志超,257.0,865.0,1213.0
114,8213,志超,284.0,908.0,1022.0
107,8215,明基材,1284.0,,950.0
108,8215,明基材,1353.0,725.0,925.0
109,8215,明基材,1379.0,728.0,930.0
110,8215,明基材,1547.0,745.0,1055.0
111,8215,明基材,1628.0,754.0,1098.0
112,8215,明基材,1570.0,759.0,959.0
113,8215,明基材,1674.0,762.0,1014.0
114,8215,明基材,1831.0,779.0,999.0
111,8227,巨有科技,57.0,1094.0,905.0
112,8227,巨有科技,61.0,1031.0,1140.0
113,8227,巨有科技,64.0,1110.0,1218.0
114,8227,巨有科技,64.0,1092.0,1205.0
107,8234,新漢,820.0,,697.0
