年度,公司代號,公司名稱,員工人數,薪資中位數_仟元,平均薪資_仟元
114,3526,凡甲,70.0,1755.0,1943.0
107,3527,聚積,182.0,,1625.0
108,3527,聚積,203.0,1375.0,1521.0
109,3527,聚積,216.0,1392.0,1266.0
110,3527,聚積,220.0,1566.0,1925.0
111,3527,聚積,231.0,1348.0,1623.0
112,3527,聚積,230.0,1302.0,1492.0
113,3527,聚積,200.0,1259.0,1459.0
114,3527,聚積,188.0,1332.0,1528.0
107,3529,力旺,230.0,,2020.0
108,3529,力旺,236.0,1731.0,1850.0
109,3529,力旺,241.0,1935.0,2178.0
110,3529,力旺,252.0,2287.0,2507.0
111,3529,力旺,259.0,2689.0,2958.0
112,3529,力旺,280.0,2264.0,2576.0
113,3529,力旺,294.0,2718.0,3133.0
114,3529,力旺,296.0,2689.0,3173.0
107,3530,晶相光,46.0,,1694.0
108,3530,晶相光,48.0,1179.0,1421.0
109,3530,晶相光,50.0,1189.0,1329.0
110,3530,晶相光,53.0,1172.0,1539.0
111,3530,晶相光,52.0,1999.0,2777.0
112,3530,晶相光,53.0,1271.0,1527.0
113,3530,晶相光,56.0,1107.0,1330.0
114,3530,晶相光,60.0,1130.0,1276.0
107,3531,先益,71.0,,890.0
108,3531,先益,92.0,660.0,810.0
110,3531,先益,95.0,662.0,790.0
111,3531,先益,105.0,682.0,798.0
112,3531,先益,110.0,662.0,783.0
113,3531,先益,105.0,564.0,680.0
114,3531,先益,99.0,571.0,651.0
107,3532,台勝科,1295.0,,1110.0
108,3532,台勝科,1297.0,1022.0,1080.0
109,3532,台勝科,1301.0,1011.0,1073.0
110,3532,台勝科,1341.0,1198.0,1257.0
111,3532,台勝科,1399.0,1094.0,1145.0
112,3532,台勝科,1458.0,1039.0,1087.0
113,3532,台勝科,1448.0,1083.0,1130.0
114,3532,台勝科,1446.0,1122.0,1166.0
107,3533,嘉澤,80.0,,1168.0
108,3533,嘉澤,81.0,1002.0,1184.0
109,3533,嘉澤,89.0,1007.0,1219.0
110,3533,嘉澤,96.0,1185.0,1437.0
111,3533,嘉澤,96.0,1178.0,1478.0
112,3533,嘉澤,96.0,1578.0,1899.0
113,3533,嘉澤,99.0,1265.0,1658.0
114,3533,嘉澤,109.0,1381.0,1813.0
107,3535,晶彩科,221.0,,815.0
108,3535,晶彩科,221.0,797.0,880.0
109,3535,晶彩科,217.0,691.0,765.0
110,3535,晶彩科,201.0,750.0,855.0
111,3535,晶彩科,206.0,905.0,1066.0
112,3535,晶彩科,184.0,774.0,909.0
113,3535,晶彩科,169.0,866.0,978.0
114,3535,晶彩科,168.0,892.0,1012.0
107,3537,堡達,47.0,,848.0
108,3537,堡達,48.0,802.0,874.0
109,3537,堡達,49.0,866.0,919.0
110,3537,堡達,48.0,921.0,1019.0
111,3537,堡達,47.0,947.0,1039.0
112,3537,堡達,45.0,917.0,1048.0
113,3537,堡達,48.0,979.0,1076.0
114,3537,堡達,48.0,991.0,1057.0
107,3540,曜越,172.0,,832.0
108,3540,曜越,164.0,746.0,859.0
109,3540,曜越,179.0,971.0,1139.0
110,3540,曜越,183.0,793.0,939.0
111,3540,曜越,178.0,652.0,785.0
112,3540,曜越,190.0,694.0,842.0
113,3540,曜越,195.0,635.0,750.0
114,3540,曜越,186.0,744.0,870.0
109,3543,州巧,337.0,517.0,622.0
110,3543,州巧,368.0,566.0,675.0
111,3543,州巧,329.0,574.0,672.0
112,3543,州巧,309.0,609.0,714.0
113,3543,州巧,333.0,642.0,751.0
114,3543,州巧,345.0,669.0,753.0
107,3545,敦泰,362.0,,1622.0
108,3545,敦泰,356.0,1360.0,1534.0
109,3545,敦泰,334.0,1740.0,2018.0
110,3545,敦泰,362.0,1963.0,2679.0
111,3545,敦泰,410.0,1536.0,1897.0
112,3545,敦泰,392.0,1546.0,1833.0
113,3545,敦泰,426.0,1954.0,2239.0
114,3545,敦泰,438.0,1612.0,1820.0
107,3548,兆利,417.0,,606.0
108,3548,兆利,436.0,453.0,620.0
109,3548,兆利,446.0,440.0,589.0
110,3548,兆利,480.0,493.0,580.0
111,3548,兆利,489.0,447.0,610.0
112,3548,兆利,456.0,471.0,631.0
113,3548,兆利,544.0,553.0,692.0
114,3548,兆利,620.0,511.0,604.0
107,3550,聯穎,40.0,,936.0
108,3550,聯穎,40.0,822.0,885.0
109,3550,聯穎,49.0,737.0,779.0
110,3550,聯穎,53.0,745.0,813.0
111,3550,聯穎,53.0,738.0,852.0
112,3550,聯穎,56.0,725.0,863.0
113,3550,聯穎,38.0,800.0,890.0
114,3550,聯穎,34.0,897.0,980.0
107,3555,博士旺,15.0,,883.0
108,3555,博士旺,16.0,729.0,874.0
109,3555,博士旺,16.0,740.0,863.0
110,3555,博士旺,16.0,796.0,825.0
111,3555,博士旺,16.0,788.0,918.0
112,3555,博士旺,5.0,841.0,860.0
113,3555,博士旺,6.0,1173.0,1174.0
114,3555,博士旺,9.0,1020.0,1149.0
107,3556,禾瑞亞,163.0,,1155.0
108,3556,禾瑞亞,162.0,967.0,1213.0
109,3556,禾瑞亞,164.0,994.0,1244.0
110,3556,禾瑞亞,165.0,1233.0,1517.0
111,3556,禾瑞亞,160.0,1148.0,1482.0
112,3556,禾瑞亞,160.0,919.0,1077.0
113,3556,禾瑞亞,157.0,1026.0,1261.0
114,3556,禾瑞亞,152.0,1106.0,1302.0
107,3563,牧德,183.0,,1524.0
108,3563,牧德,226.0,912.0,1148.0
109,3563,牧德,292.0,819.0,938.0
110,3563,牧德,265.0,943.0,1157.0
111,3563,牧德,257.0,883.0,1024.0
112,3563,牧德,257.0,946.0,1082.0
113,3563,牧德,253.0,948.0,1099.0
114,3563,牧德,291.0,1222.0,1431.0
107,3567,逸昌,133.0,,601.0
108,3567,逸昌,140.0,477.0,569.0
109,3567,逸昌,129.0,517.0,608.0
110,3567,逸昌,132.0,538.0,634.0
111,3567,逸昌,132.0,527.0,624.0
112,3567,逸昌,126.0,524.0,652.0
113,3567,逸昌,129.0,521.0,609.0
114,3567,逸昌,127.0,540.0,608.0
107,3576,聯合再生,2005.0,,682.0
108,3576,聯合再生,2475.0,525.0,688.0
109,3576,聯合再生,1703.0,552.0,668.0
110,3576,聯合再生,1695.0,450.0,665.0
111,3576,聯合再生,1799.0,526.0,673.0
112,3576,聯合再生,1489.0,549.0,687.0
113,3576,聯合再生,1121.0,608.0,716.0
114,3576,聯合再生,841.0,630.0,789.0
107,3577,泓格,306.0,,679.0
108,3577,泓格,327.0,557.0,664.0
109,3577,泓格,323.0,586.0,677.0
110,3577,泓格,309.0,636.0,795.0
111,3577,泓格,340.0,693.0,837.0
112,3577,泓格,377.0,669.0,739.0
113,3577,泓格,360.0,655.0,795.0
114,3577,泓格,351.0,713.0,853.0
107,3581,博磊,130.0,,838.0
108,3581,博磊,121.0,706.0,798.0
109,3581,博磊,115.0,694.0,830.0
110,3581,博磊,113.0,791.0,912.0
111,3581,博磊,128.0,803.0,941.0
112,3581,博磊,121.0,773.0,911.0
113,3581,博磊,115.0,791.0,917.0
114,3581,博磊,102.0,847.0,939.0
107,3583,辛耘,504.0,,790.0
108,3583,辛耘,528.0,666.0,777.0
109,3583,辛耘,527.0,707.0,821.0
110,3583,辛耘,544.0,749.0,884.0
111,3583,辛耘,587.0,817.0,975.0
112,3583,辛耘,606.0,886.0,999.0
113,3583,辛耘,681.0,929.0,1065.0
114,3583,辛耘,817.0,948.0,1122.0
107,3588,通嘉,133.0,,1336.0
108,3588,通嘉,131.0,1214.0,1313.0
109,3588,通嘉,139.0,1381.0,1465.0
110,3588,通嘉,153.0,1526.0,1715.0
111,3588,通嘉,161.0,1474.0,1645.0
112,3588,通嘉,154.0,1412.0,1479.0
113,3588,通嘉,143.0,1503.0,1582.0
114,3588,通嘉,145.0,1513.0,1545.0
107,3591,艾笛森,190.0,,589.0
108,3591,艾笛森,173.0,451.0,589.0
109,3591,艾笛森,144.0,443.0,580.0
110,3591,艾笛森,147.0,505.0,634.0
111,3591,艾笛森,135.0,482.0,652.0
112,3591,艾笛森,139.0,556.0,727.0
113,3591,艾笛森,143.0,570.0,748.0
114,3591,艾笛森,156.0,662.0,772.0
111,3592,瑞鼎,729.0,3719.0,4866.0
112,3592,瑞鼎,790.0,2139.0,2556.0
113,3592,瑞鼎,860.0,2612.0,3413.0
114,3592,瑞鼎,938.0,2288.0,2896.0
107,3593,力銘,12.0,,720.0
108,3593,力銘,14.0,743.0,664.0
109,3593,力銘,11.0,579.0,648.0
110,3593,力銘,14.0,643.0,653.0
111,3593,力銘,12.0,680.0,682.0
112,3593,力銘,8.0,567.0,612.0
113,3593,力銘,8.0,657.0,643.0
114,3593,力銘,6.0,663.0,706.0
107,3594,磐儀,202.0,,691.0
108,3594,磐儀,208.0,591.0,691.0
109,3594,磐儀,203.0,586.0,683.0
110,3594,磐儀,182.0,605.0,710.0
111,3594,磐儀,164.0,642.0,777.0
112,3594,磐儀,170.0,668.0,772.0
113,3594,磐儀,169.0,681.0,793.0
114,3594,磐儀,177.0,688.0,815.0
108,3597,映興,140.0,393.0,464.0
109,3597,映興,143.0,419.0,478.0
110,3597,映興,146.0,409.0,490.0
111,3597,映興,132.0,460.0,548.0
112,3597,映興,135.0,433.0,500.0
113,3597,映興,125.0,492.0,531.0
114,3597,映興,130.0,492.0,560.0
107,3605,宏致,348.0,,755.0
108,3605,宏致,383.0,640.0,783.0
109,3605,宏致,425.0,653.0,797.0
110,3605,宏致,514.0,634.0,823.0
111,3605,宏致,573.0,605.0,796.0
112,3605,宏致,610.0,583.0,740.0
113,3605,宏致,611.0,622.0,747.0
114,3605,宏致,710.0,675.0,814.0
107,3607,谷崧,154.0,,633.0
108,3607,谷崧,145.0,552.0,632.0
109,3607,谷崧,116.0,511.0,621.0
110,3607,谷崧,109.0,545.0,611.0
111,3607,谷崧,70.0,478.0,564.0
112,3607,谷崧,67.0,463.0,596.0
113,3607,谷崧,66.0,383.0,548.0
114,3607,谷崧,42.0,475.0,639.0
107,3609,三一東林,74.0,,650.0
108,3609,三一東林,66.0,608.0,660.0
109,3609,三一東林,61.0,608.0,676.0
110,3609,三一東林,62.0,578.0,654.0
111,3609,三一東林,66.0,584.0,669.0
112,3609,三一東林,40.0,569.0,683.0
113,3609,三一東林,33.0,640.0,706.0
114,3609,三一東林,31.0,688.0,772.0
107,3611,鼎翰,271.0,,744.0
108,3611,鼎翰,268.0,604.0,760.0
109,3611,鼎翰,274.0,577.0,731.0
110,3611,鼎翰,282.0,652.0,801.0
111,3611,鼎翰,319.0,690.0,887.0
112,3611,鼎翰,327.0,683.0,863.0
113,3611,鼎翰,350.0,648.0,824.0
114,3611,鼎翰,327.0,753.0,948.0
107,3615,安可,234.0,,515.0
108,3615,安可,138.0,422.0,569.0
110,3615,安可,110.0,529.0,671.0
111,3615,安可,98.0,534.0,624.0
112,3615,安可,85.0,665.0,804.0
113,3615,安可,75.0,609.0,872.0
114,3615,安可,63.0,687.0,971.0
107,3622,洋華,127.0,,673.0
108,3622,洋華,132.0,604.0,703.0
109,3622,洋華,130.0,630.0,722.0
110,3622,洋華,128.0,699.0,832.0
111,3622,洋華,129.0,691.0,820.0
112,3622,洋華,138.0,819.0,967.0
113,3622,洋華,142.0,794.0,1009.0
114,3622,洋華,142.0,876.0,1089.0
107,3623,富晶通,190.0,,536.0
108,3623,富晶通,166.0,450.0,492.0
110,3623,富晶通,123.0,539.0,603.0
111,3623,富晶通,125.0,528.0,575.0
112,3623,富晶通,120.0,527.0,581.0
113,3623,富晶通,111.0,540.0,632.0
114,3623,富晶通,93.0,568.0,637.0
107,3624,光頡,589.0,,629.0
108,3624,光頡,641.0,479.0,582.0
109,3624,光頡,647.0,530.0,614.0
110,3624,光頡,685.0,562.0,706.0
111,3624,光頡,726.0,559.0,722.0
112,3624,光頡,779.0,537.0,648.0
113,3624,光頡,750.0,584.0,685.0
114,3624,光頡,752.0,618.0,702.0
107,3625,西勝,71.0,,828.0
108,3625,西勝,50.0,657.0,728.0
109,3625,西勝,75.0,764.0,810.0
110,3625,西勝,120.0,611.0,770.0
111,3625,西勝,134.0,577.0,784.0
112,3625,西勝,105.0,729.0,810.0
113,3625,西勝,84.0,704.0,836.0
114,3625,西勝,114.0,742.0,823.0
107,3630,新鉅科,141.0,,754.0
108,3630,新鉅科,169.0,673.0,764.0
110,3630,新鉅科,295.0,614.0,745.0
111,3630,新鉅科,240.0,637.0,770.0
112,3630,新鉅科,187.0,703.0,803.0
113,3630,新鉅科,161.0,721.0,822.0
114,3630,新鉅科,138.0,800.0,907.0
107,3631,晟楠,5.0,,426.0
108,3631,晟楠,3.0,533.0,545.0
109,3631,晟楠,5.0,531.0,476.0
110,3631,晟楠,2.0,469.0,523.0
111,3631,晟楠,3.0,474.0,429.0
112,3631,晟楠,2.0,499.0,616.0
113,3631,晟楠,3.0,538.0,607.0
114,3631,晟楠,2.0,498.0,437.0
107,3645,達邁,347.0,,793.0
108,3645,達邁,379.0,603.0,635.0
109,3645,達邁,372.0,716.0,796.0
110,3645,達邁,392.0,755.0,827.0
111,3645,達邁,413.0,708.0,778.0
112,3645,達邁,372.0,618.0,657.0
113,3645,達邁,357.0,743.0,826.0
114,3645,達邁,365.0,745.0,819.0
107,3646,艾恩特,8.0,,911.0
108,3646,艾恩特,10.0,740.0,945.0
109,3646,艾恩特,7.0,907.0,1025.0
110,3646,艾恩特,7.0,1013.0,1090.0
111,3646,艾恩特,7.0,1120.0,985.0
112,3646,艾恩特,5.0,940.0,971.0
113,3646,艾恩特,5.0,1026.0,918.0
114,3646,艾恩特,8.0,704.0,638.0
107,3652,精聯,288.0,,755.0
108,3652,精聯,272.0,673.0,761.0
109,3652,精聯,271.0,690.0,766.0
110,3652,精聯,255.0,730.0,808.0
111,3652,精聯,278.0,733.0,836.0
112,3652,精聯,278.0,761.0,867.0
113,3652,精聯,302.0,803.0,866.0
114,3652,精聯,313.0,801.0,872.0
107,3653,健策,991.0,,676.0
108,3653,健策,1127.0,582.0,694.0
109,3653,健策,1291.0,572.0,701.0
110,3653,健策,1413.0,612.0,727.0
111,3653,健策,1526.0,666.0,783.0
112,3653,健策,1610.0,640.0,818.0
113,3653,健策,1674.0,720.0,901.0
114,3653,健策,1825.0,761.0,941.0
107,3666,光耀,255.0,,552.0
108,3666,光耀,235.0,496.0,537.0
110,3666,光耀,235.0,613.0,665.0
111,3666,光耀,221.0,516.0,560.0
112,3666,光耀,191.0,522.0,565.0
113,3666,光耀,150.0,531.0,583.0
114,3666,光耀,143.0,559.0,620.0
107,3675,德微,310.0,,578.0
108,3675,德微,319.0,510.0,593.0
109,3675,德微,325.0,526.0,609.0
110,3675,德微,296.0,566.0,665.0
111,3675,德微,284.0,640.0,722.0
112,3675,德微,298.0,573.0,675.0
113,3675,德微,283.0,613.0,710.0
114,3675,德微,224.0,598.0,734.0
107,3679,新至陞,58.0,,667.0
108,3679,新至陞,58.0,616.0,635.0
109,3679,新至陞,61.0,645.0,663.0
110,3679,新至陞,65.0,615.0,649.0
111,3679,新至陞,69.0,613.0,663.0
112,3679,新至陞,61.0,654.0,717.0
113,3679,新至陞,60.0,694.0,755.0
114,3679,新至陞,60.0,795.0,867.0
107,3680,家登,170.0,,697.0
108,3680,家登,239.0,430.0,700.0
109,3680,家登,274.0,615.0,746.0
110,3680,家登,348.0,629.0,768.0
111,3680,家登,443.0,839.0,1033.0
112,3680,家登,560.0,774.0,891.0
113,3680,家登,564.0,877.0,1040.0
114,3680,家登,620.0,831.0,1077.0
107,3686,達能,114.0,,704.0
108,3686,達能,15.0,750.0,902.0
109,3686,達能,11.0,553.0,758.0
110,3686,達能,10.0,622.0,780.0
111,3686,達能,7.0,893.0,856.0
112,3686,達能,7.0,511.0,908.0
113,3686,達能,7.0,555.0,936.0
114,3686,達能,7.0,981.0,959.0
107,3689,湧德,75.0,,1005.0
108,3689,湧德,81.0,750.0,893.0
109,3689,湧德,81.0,691.0,803.0
110,3689,湧德,79.0,1005.0,1077.0
111,3689,湧德,78.0,1059.0,1154.0
112,3689,湧德,94.0,1005.0,1098.0
113,3689,湧德,102.0,1081.0,1160.0
114,3689,湧德,97.0,1126.0,1259.0
107,3691,碩禾,185.0,,705.0
108,3691,碩禾,185.0,685.0,809.0
110,3691,碩禾,213.0,757.0,913.0
111,3691,碩禾,208.0,673.0,811.0
112,3691,碩禾,215.0,673.0,792.0
113,3691,碩禾,230.0,689.0,811.0
114,3691,碩禾,228.0,692.0,818.0
107,3693,營邦,344.0,,691.0
108,3693,營邦,341.0,604.0,712.0
109,3693,營邦,371.0,604.0,717.0
110,3693,營邦,412.0,631.0,772.0
111,3693,營邦,440.0,950.0,1145.0
112,3693,營邦,531.0,1201.0,1419.0
113,3693,營邦,602.0,1172.0,1384.0
114,3693,營邦,611.0,965.0,1126.0
107,3701,大眾控,253.0,,848.0
108,3701,大眾控,270.0,734.0,846.0
109,3701,大眾控,245.0,710.0,844.0
110,3701,大眾控,294.0,750.0,902.0
111,3701,大眾控,317.0,759.0,889.0
112,3701,大眾控,395.0,828.0,991.0
113,3701,大眾控,422.0,814.0,973.0
114,3701,大眾控,373.0,830.0,986.0
107,3706,神達,1044.0,,1146.0
108,3706,神達,1371.0,996.0,1134.0
109,3706,神達,1644.0,949.0,1073.0
110,3706,神達,1135.0,1001.0,1147.0
111,3706,神達,1171.0,1038.0,1234.0
112,3706,神達,1309.0,990.0,1111.0
113,3706,神達,1230.0,1088.0,1321.0
114,3706,神達,1528.0,1222.0,1554.0
107,3707,漢磊,1525.0,,849.0
108,3707,漢磊,1524.0,689.0,770.0
109,3707,漢磊,1475.0,723.0,807.0
110,3707,漢磊,816.0,806.0,910.0
111,3707,漢磊,828.0,998.0,1139.0
112,3707,漢磊,835.0,835.0,930.0
113,3707,漢磊,804.0,839.0,947.0
114,3707,漢磊,776.0,872.0,1004.0
107,3709,鑫聯大投控,263.0,,682.0
108,3709,鑫聯大投控,271.0,613.0,715.0
109,3709,鑫聯大投控,274.0,621.0,732.0
110,3709,鑫聯大投控,281.0,620.0,737.0
111,3709,鑫聯大投控,287.0,616.0,738.0
112,3709,鑫聯大投控,295.0,598.0,744.0
113,3709,鑫聯大投控,282.0,657.0,794.0
114,3709,鑫聯大投控,270.0,695.0,837.0
107,3710,連展投控,124.0,,626.0
108,3710,連展投控,146.0,728.0,839.0
109,3710,連展投控,129.0,736.0,834.0
110,3710,連展投控,130.0,771.0,895.0
111,3710,連展投控,132.0,758.0,839.0
112,3710,連展投控,117.0,738.0,842.0
113,3710,連展投控,102.0,773.0,849.0
114,3710,連展投控,96.0,784.0,871.0
107,3711,日月光投控,46885.0,,745.0
108,3711,日月光投控,46493.0,627.0,760.0
109,3711,日月光投控,47753.0,671.0,800.0
110,3711,日月光投控,48013.0,726.0,915.0
111,3711,日月光投控,50061.0,772.0,1001.0
112,3711,日月光投控,52948.0,739.0,929.0
113,3711,日月光投控,51163.0,810.0,976.0
114,3711,日月光投控,56143.0,818.0,1018.0
107,3712,永崴投控,142.0,,645.0
108,3712,永崴投控,553.0,620.0,826.0
109,3712,永崴投控,324.0,808.0,944.0
110,3712,永崴投控,291.0,849.0,970.0
111,3712,永崴投控,362.0,920.0,1089.0
112,3712,永崴投控,360.0,867.0,1123.0
113,3712,永崴投控,351.0,986.0,1220.0
114,3712,永崴投控,313.0,1018.0,1338.0
110,3714,富采,4638.0,720.0,883.0
111,3714,富采,4554.0,698.0,873.0
112,3714,富采,4319.0,718.0,914.0
113,3714,富采,3877.0,778.0,971.0
114,3714,富采,3496.0,855.0,1053.0
111,3715,定穎投控,0.0,0.0,0.0
112,3715,定穎投控,8.0,1027.0,1068.0
113,3715,定穎投控,9.0,715.0,1023.0
114,3715,定穎投控,8.0,1023.0,1138.0
107,4542,科嶠,85.0,,582.0
108,4542,科嶠,85.0,537.0,598.0
109,4542,科嶠,78.0,566.0,601.0
110,4542,科嶠,74.0,690.0,748.0
111,4542,科嶠,87.0,634.0,703.0
112,4542,科嶠,89.0,650.0,702.0
113,4542,科嶠,91.0,683.0,733.0
114,4542,科嶠,88.0,712.0,776.0
107,4545,銘鈺,566.0,,520.0
108,4545,銘鈺,440.0,380.0,477.0
109,4545,銘鈺,443.0,495.0,582.0
110,4545,銘鈺,482.0,524.0,610.0
111,4545,銘鈺,492.0,524.0,607.0
112,4545,銘鈺,439.0,485.0,607.0
113,4545,銘鈺,461.0,608.0,706.0
114,4545,銘鈺,505.0,591.0,688.0
107,4729,熒茂,414.0,,406.0
108,4729,熒茂,387.0,403.0,451.0
110,4729,熒茂,329.0,498.0,535.0
111,4729,熒茂,362.0,500.0,567.0
112,4729,熒茂,347.0,422.0,502.0
113,4729,熒茂,299.0,464.0,555.0
114,4729,熒茂,278.0,554.0,621.0
113,4749,新應材,380.0,1027.0,1231.0
114,4749,新應材,414.0,1110.0,1381.0
107,4915,致伸,820.0,,1428.0
108,4915,致伸,820.0,1404.0,1662.0
109,4915,致伸,817.0,1277.0,1457.0
110,4915,致伸,846.0,1362.0,1662.0
111,4915,致伸,903.0,1544.0,1769.0
112,4915,致伸,888.0,1460.0,1627.0
113,4915,致伸,873.0,1660.0,1899.0
114,4915,致伸,924.0,1489.0,1765.0
107,4916,事欣科,84.0,,448.0
108,4916,事欣科,77.0,408.0,503.0
109,4916,事欣科,51.0,578.0,695.0
110,4916,事欣科,6.0,669.0,674.0
111,4916,事欣科,8.0,623.0,585.0
112,4916,事欣科,9.0,671.0,644.0
113,4916,事欣科,9.0,661.0,645.0
114,4916,事欣科,10.0,693.0,664.0
107,4919,新唐,1345.0,,1227.0
108,4919,新唐,1367.0,1097.0,1244.0
109,4919,新唐,1379.0,1098.0,1273.0
110,4919,新唐,1405.0,1341.0,1691.0
111,4919,新唐,1446.0,1441.0,1880.0
112,4919,新唐,1491.0,1239.0,1484.0
113,4919,新唐,1510.0,1248.0,1508.0
114,4919,新唐,1537.0,1215.0,1491.0
110,4923,力士,44.0,782.0,817.0
111,4923,力士,47.0,834.0,1015.0
112,4923,力士,48.0,678.0,805.0
113,4923,力士,47.0,659.0,766.0
114,4923,力士,47.0,758.0,853.0
108,4931,新盛力,269.0,441.0,560.0
109,4931,新盛力,275.0,443.0,556.0
110,4931,新盛力,266.0,448.0,560.0
111,4931,新盛力,312.0,494.0,663.0
112,4931,新盛力,359.0,424.0,533.0
113,4931,新盛力,346.0,502.0,613.0
114,4931,新盛力,339.0,538.0,658.0
107,4933,友輝,424.0,,585.0
108,4933,友輝,421.0,546.0,583.0
110,4933,友輝,508.0,597.0,655.0
111,4933,友輝,487.0,576.0,623.0
112,4933,友輝,487.0,640.0,725.0
113,4933,友輝,527.0,646.0,765.0
114,4933,友輝,545.0,660.0,746.0
107,4934,太極,240.0,,636.0
108,4934,太極,78.0,793.0,862.0
109,4934,太極,78.0,773.0,849.0
110,4934,太極,45.0,835.0,898.0
111,4934,太極,30.0,854.0,983.0
112,4934,太極,27.0,1251.0,1368.0
113,4934,太極,26.0,832.0,879.0
114,4934,太極,18.0,1046.0,1060.0
107,4938,和碩,6987.0,,1210.0
108,4938,和碩,7202.0,989.0,1221.0
109,4938,和碩,7773.0,987.0,1223.0
110,4938,和碩,8418.0,984.0,1236.0
111,4938,和碩,8729.0,1039.0,1299.0
112,4938,和碩,8257.0,1134.0,1346.0
113,4938,和碩,7374.0,1235.0,1452.0
114,4938,和碩,7324.0,1245.0,1515.0
107,4939,亞電,13.0,,1147.0
108,4939,亞電,15.0,937.0,1240.0
109,4939,亞電,14.0,1166.0,1106.0
110,4939,亞電,14.0,1631.0,1554.0
111,4939,亞電,14.0,1603.0,1586.0
112,4939,亞電,14.0,1038.0,1056.0
113,4939,亞電,14.0,1249.0,1169.0
114,4939,亞電,14.0,1098.0,998.0
107,4942,嘉彰,252.0,,678.0
108,4942,嘉彰,289.0,512.0,698.0
109,4942,嘉彰,288.0,519.0,686.0
110,4942,嘉彰,271.0,572.0,764.0
111,4942,嘉彰,284.0,563.0,782.0
112,4942,嘉彰,288.0,535.0,741.0
113,4942,嘉彰,295.0,578.0,766.0
114,4942,嘉彰,296.0,620.0,813.0
110,4944,兆遠,126.0,567.0,638.0
111,4944,兆遠,115.0,606.0,695.0
110,4945,陞達科技,42.0,1137.0,1238.0
111,4945,陞達科技,41.0,1102.0,1170.0
112,4945,陞達科技,45.0,1033.0,1041.0
113,4945,陞達科技,48.0,1137.0,1241.0
113,4949,有成精密,361.0,625.0,743.0
114,4949,有成精密,396.0,673.0,765.0
111,4951,精拓科,49.0,1544.0,1586.0
112,4951,精拓科,61.0,1259.0,1249.0
113,4951,精拓科,55.0,1535.0,1582.0
114,4951,精拓科,56.0,1644.0,1683.0
107,4952,凌通,219.0,,1758.0
108,4952,凌通,223.0,1566.0,1635.0
109,4952,凌通,213.0,1671.0,1716.0
110,4952,凌通,208.0,2223.0,2346.0
111,4952,凌通,213.0,2081.0,2203.0
112,4952,凌通,217.0,1629.0,1692.0
113,4952,凌通,213.0,1709.0,1807.0
114,4952,凌通,209.0,1503.0,1569.0
107,4956,光鋐,454.0,,531.0
108,4956,光鋐,394.0,486.0,560.0
109,4956,光鋐,391.0,500.0,566.0
110,4956,光鋐,406.0,566.0,660.0
111,4956,光鋐,397.0,522.0,585.0
112,4956,光鋐,349.0,528.0,608.0
113,4956,光鋐,345.0,546.0,635.0
114,4956,光鋐,386.0,555.0,630.0
107,4960,誠美材,1028.0,,664.0
108,4960,誠美材,1060.0,637.0,663.0
109,4960,誠美材,1061.0,637.0,679.0
110,4960,誠美材,1065.0,696.0,766.0
111,4960,誠美材,1051.0,721.0,734.0
112,4960,誠美材,1103.0,653.0,666.0
113,4960,誠美材,1070.0,640.0,793.0
114,4960,誠美材,1046.0,690.0,864.0
107,4961,天鈺,361.0,,1410.0
108,4961,天鈺,387.0,1175.0,1528.0
109,4961,天鈺,390.0,1365.0,1657.0
110,4961,天鈺,416.0,1836.0,2345.0
111,4961,天鈺,511.0,2225.0,2958.0
112,4961,天鈺,514.0,1946.0,2426.0
113,4961,天鈺,511.0,2176.0,2612.0
114,4961,天鈺,499.0,2303.0,2805.0
107,4967,十銓,262.0,,575.0
108,4967,十銓,280.0,485.0,562.0
109,4967,十銓,299.0,560.0,639.0
110,4967,十銓,333.0,536.0,614.0
111,4967,十銓,333.0,545.0,625.0
112,4967,十銓,351.0,653.0,794.0
113,4967,十銓,389.0,694.0,826.0
114,4967,十銓,411.0,846.0,1012.0
107,4968,立積,189.0,,1264.0
108,4968,立積,206.0,1097.0,1261.0
109,4968,立積,236.0,1073.0,1304.0
110,4968,立積,276.0,1205.0,1480.0
111,4968,立積,278.0,1202.0,1453.0
112,4968,立積,296.0,1206.0,1465.0
113,4968,立積,290.0,1266.0,1490.0
114,4968,立積,291.0,1342.0,1551.0
107,4972,湯石照明,36.0,,783.0
108,4972,湯石照明,37.0,745.0,793.0
110,4972,湯石照明,34.0,808.0,880.0
111,4972,湯石照明,33.0,784.0,792.0
112,4972,湯石照明,32.0,762.0,789.0
113,4972,湯石照明,34.0,677.0,693.0
114,4972,湯石照明,30.0,669.0,708.0
107,4973,廣穎電通,295.0,,697.0
108,4973,廣穎電通,260.0,544.0,736.0
109,4973,廣穎電通,279.0,527.0,702.0
110,4973,廣穎電通,272.0,512.0,670.0
111,4973,廣穎電通,271.0,524.0,743.0
112,4973,廣穎電通,290.0,530.0,750.0
113,4973,廣穎電通,315.0,530.0,712.0
114,4973,廣穎電通,339.0,576.0,736.0
107,4974,亞泰,40.0,,1376.0
108,4974,亞泰,43.0,1353.0,1513.0
109,4974,亞泰,43.0,1452.0,1597.0
110,4974,亞泰,43.0,1481.0,1661.0
111,4974,亞泰,43.0,1576.0,1737.0
112,4974,亞泰,42.0,1511.0,1618.0
